"trainer/global_step","pretraining - train_loss","pretraining - train_loss__MIN","pretraining - train_loss__MAX","pretraining - _step","pretraining - _step__MIN","pretraining - _step__MAX"
"8079","65.27423858642578","65.27423858642578","65.27423858642578","807","807","807"
"8129","46.561031341552734","46.561031341552734","46.561031341552734","812","812","812"
"8179","114.99728393554688","114.99728393554688","114.99728393554688","817","817","817"
"8269","148.17535400390625","148.17535400390625","148.17535400390625","826","826","826"
"8279","113.14982604980469","113.14982604980469","113.14982604980469","827","827","827"
"8329","73.10635375976562","73.10635375976562","73.10635375976562","832","832","832"
"8379","42.2910270690918","42.2910270690918","42.2910270690918","837","837","837"
"8389","51.74397659301758","51.74397659301758","51.74397659301758","838","838","838"
"8399","53.088443756103516","53.088443756103516","53.088443756103516","839","839","839"
"8489","53.27323913574219","53.27323913574219","53.27323913574219","848","848","848"
"8539","174.57870483398438","174.57870483398438","174.57870483398438","853","853","853"
"8549","64.76615905761719","64.76615905761719","64.76615905761719","854","854","854"
"8579","65.94194030761719","65.94194030761719","65.94194030761719","857","857","857"
"8619","68.27409362792969","68.27409362792969","68.27409362792969","861","861","861"
"8639","117.21435546875","117.21435546875","117.21435546875","863","863","863"
"8679","44.91949462890625","44.91949462890625","44.91949462890625","867","867","867"
"8709","41.535545349121094","41.535545349121094","41.535545349121094","870","870","870"
"8729","83.8277587890625","83.8277587890625","83.8277587890625","872","872","872"
"8739","43.3713264465332","43.3713264465332","43.3713264465332","873","873","873"
"8759","57.10511016845703","57.10511016845703","57.10511016845703","875","875","875"
"8779","87.64682006835938","87.64682006835938","87.64682006835938","877","877","877"
"8789","84.0590591430664","84.0590591430664","84.0590591430664","878","878","878"
"8819","87.83114624023438","87.83114624023438","87.83114624023438","881","881","881"
"8829","69.66565704345703","69.66565704345703","69.66565704345703","882","882","882"
"8849","55.61919403076172","55.61919403076172","55.61919403076172","884","884","884"
"8859","37.57141876220703","37.57141876220703","37.57141876220703","885","885","885"
"8889","102.17158508300781","102.17158508300781","102.17158508300781","888","888","888"
"8919","87.66001892089844","87.66001892089844","87.66001892089844","891","891","891"
"8959","67.82353210449219","67.82353210449219","67.82353210449219","895","895","895"
"8989","67.4116439819336","67.4116439819336","67.4116439819336","898","898","898"
"9009","42.347633361816406","42.347633361816406","42.347633361816406","900","900","900"
"9039","82.57437896728516","82.57437896728516","82.57437896728516","903","903","903"
